TimeStep,Year,Month,Day,Hour,Minute,Dry Bulb in Celsius,Relative Humidity,Atmospheric Station Pressure in Pascale,Air wet-bulb temperature [°C],DATE,PERIOD,Price [S$/MWh]
8471,,,,,30,,,,27.18997086,26-Jun-18,23,110.5
8472,1993,6,26,12,60,31,79,100800,27.87295607,26-Jun-18,24,110.5
8473,,,,,30,,,,26.68848945,26-Jun-18,25,110.5
8474,1993,6,26,13,60,29,74,100700,25.22001572,26-Jun-18,26,110.5
8475,,,,,30,,,,25.05097957,26-Jun-18,27,110.5
8476,1993,6,26,14,60,29.4,74,100600,25.58836679,26-Jun-18,28,110.5
8477,,,,,30,,,,26.23916316,26-Jun-18,29,110.5
8478,1993,6,26,15,60,31,70,100600,26.40416063,26-Jun-18,30,110.5
8479,,,,,30,,,,25.48415113,26-Jun-18,31,110.5
8480,1993,6,26,16,60,31,59,100600,24.48925446,26-Jun-18,32,110.5
8481,,,,,30,,,,24.4295904,26-Jun-18,33,110.5
8482,1993,6,26,17,60,31,60,100500,24.66765228,26-Jun-18,34,110.5
8483,,,,,30,,,,24.56593341,26-Jun-18,35,110.5
8484,1993,6,26,18,60,31,59,100600,24.48925446,26-Jun-18,36,110.5
8485,,,,,30,,,,24.80243611,26-Jun-18,37,110.5
8486,1993,6,26,19,60,29,74,100600,25.2190422,26-Jun-18,38,110.5
8487,,,,,30,,,,25.45263656,26-Jun-18,39,110.5
8488,1993,6,26,20,60,29.4,74,100600,25.58836679,26-Jun-18,40,110.5
8489,,,,,30,,,,25.71138047,26-Jun-18,41,110.5
8490,1993,6,26,21,60,28,84,100800,25.78537282,26-Jun-18,42,110.5
8491,,,,,30,,,,25.77403905,26-Jun-18,43,110.5
8492,1993,6,26,22,60,28,84,100800,25.78537282,26-Jun-18,44,110.5
8493,,,,,30,,,,25.92736778,26-Jun-18,45,110.5
8494,1993,6,26,23,60,28,85,100800,25.92950297,26-Jun-18,46,110.5
8495,,,,,30,,,,25.52125744,26-Jun-18,47,110.5
8496,1993,6,26,24,60,28,79,100900,25.05318505,26-Jun-18,48,110.5
8497,,,,,30,,,,24.87583967,27-Jun-18,1,110.5
8498,1993,6,27,1,60,27,84,100900,24.83089566,27-Jun-18,2,110.5
8499,,,,,30,,,,24.76002737,27-Jun-18,3,110.5
8500,1993,6,27,2,60,27.6,80,100800,24.82365902,27-Jun-18,4,110.5
8501,,,,,30,,,,25.18221484,27-Jun-18,5,110.5
8502,1993,6,27,3,60,27,89,100800,25.52811099,27-Jun-18,6,110.5
8503,,,,,30,,,,25.55376361,27-Jun-18,7,110.5
8504,1993,6,27,4,60,27,89,100700,25.52773622,27-Jun-18,8,110.5
8505,,,,,30,,,,25.71859234,27-Jun-18,9,110.5
8506,1993,6,27,5,60,27.5,88,100700,25.87314349,27-Jun-18,10,110.5
8507,,,,,30,,,,25.73820116,27-Jun-18,11,110.5
8508,1993,6,27,6,60,27,89,100800,25.52811099,27-Jun-18,12,110.5
8509,,,,,30,,,,25.45721859,27-Jun-18,13,110.5
8510,1993,6,27,7,60,27,89,100800,25.52811099,27-Jun-18,14,110.5
8511,,,,,30,,,,25.74337521,27-Jun-18,15,110.5
8512,1993,6,27,8,60,27.7,87,100800,25.92610179,27-Jun-18,16,110.5
8513,,,,,30,,,,25.89938128,27-Jun-18,17,110.5
8514,1993,6,27,9,60,29,79,100800,25.99208171,27-Jun-18,18,110.5
8515,,,,,30,,,,26.53307114,27-Jun-18,19,110.5
8516,1993,6,27,10,60,30,79,100800,26.93225655,27-Jun-18,20,110.5
8517,,,,,30,,,,26.59954495,27-Jun-18,21,110.5
8518,1993,6,27,11,60,30.6,71,100800,26.20803786,27-Jun-18,22,110.5
8519,,,,,30,,,,26.4308368,27-Jun-18,23,110.5
8520,1993,6,27,12,60,32,67,100800,26.79808419,27-Jun-18,24,110.5
8521,,,,,30,,,,26.83992246,27-Jun-18,25,110.5
8522,1993,6,27,13,60,32,67,100700,26.79682277,27-Jun-18,26,110.5
8523,,,,,30,,,,26.90925627,27-Jun-18,27,110.5
8524,1993,6,27,14,60,32.2,67,100700,26.97685964,27-Jun-18,28,110.5
8525,,,,,30,,,,26.79926958,27-Jun-18,29,110.5
8526,1993,6,27,15,60,31,70,100600,26.40416063,27-Jun-18,30,110.5
8527,,,,,30,,,,25.81920731,27-Jun-18,31,110.5
8528,1993,6,27,16,60,30,70,100600,25.49412704,27-Jun-18,32,110.5
8529,,,,,30,,,,25.87863725,27-Jun-18,33,110.5
8530,1993,6,27,17,60,31,70,100500,26.4030287,27-Jun-18,34,110.5
8531,,,,,30,,,,26.49759216,27-Jun-18,35,110.5
8532,1993,6,27,18,60,31,70,100600,26.40416063,27-Jun-18,36,110.5
8533,,,,,30,,,,26.36456709,27-Jun-18,37,110.5
8534,1993,6,27,19,60,30,75,100600,26.30213037,27-Jun-18,38,110.5
8535,,,,,30,,,,26.14016929,27-Jun-18,39,110.5
8536,1993,6,27,20,60,29,79,100700,25.99132936,27-Jun-18,40,110.5
8537,,,,,30,,,,25.96825611,27-Jun-18,41,110.5
8538,1993,6,27,21,60,29,79,100700,25.99132936,27-Jun-18,42,110.5
8539,,,,,30,,,,25.98092893,27-Jun-18,43,110.5
8540,1993,6,27,22,60,29,79,100800,25.99208171,27-Jun-18,44,110.5
8541,,,,,30,,,,26.07981456,27-Jun-18,45,110.5
8542,1993,6,27,23,60,29,80,100800,26.1435764,27-Jun-18,46,110.5
8543,,,,,30,,,,26.08281614,27-Jun-18,47,110.5
8544,1993,6,27,24,60,29,79,100900,25.99283366,27-Jun-18,48,110.5
8545,,,,,30,,,,25.96892883,28-Jun-18,1,110.5
8546,1993,6,28,1,60,29,79,100800,25.99208171,28-Jun-18,2,110.5
8547,,,,,30,,,,26.04327234,28-Jun-18,3,110.5
8548,1993,6,28,2,60,28.1,85,100800,26.02533388,28-Jun-18,4,110.5
8549,,,,,30,,,,25.84109946,28-Jun-18,5,110.5
8550,1993,6,28,3,60,28,84,100800,25.78537282,28-Jun-18,6,110.5
8551,,,,,30,,,,26.15295771,28-Jun-18,7,110.5
8552,1993,6,28,4,60,28,89,100700,26.49774135,28-Jun-18,8,110.5
8553,,,,,30,,,,26.37361099,28-Jun-18,9,110.5
8554,1993,6,28,5,60,28,86,100700,26.07235272,28-Jun-18,10,110.5
8555,,,,,30,,,,25.88575263,28-Jun-18,11,110.5
8556,1993,6,28,6,60,28,84,100800,25.78537282,28-Jun-18,12,110.5
8557,,,,,30,,,,25.7427754,28-Jun-18,13,110.5
8558,1993,6,28,7,60,28,84,100800,25.78537282,28-Jun-18,14,110.5
8559,,,,,30,,,,25.94057753,28-Jun-18,15,110.5
8560,1993,6,28,8,60,28,86,100800,26.07283338,28-Jun-18,16,110.5
8561,,,,,30,,,,26.04658421,28-Jun-18,17,110.5
8562,1993,6,28,9,60,29,79,100900,25.99283366,28-Jun-18,18,110.5
8563,,,,,30,,,,26.04258535,28-Jun-18,19,110.5
8564,1993,6,28,10,60,30,74,100900,26.14541784,28-Jun-18,20,110.5
8565,,,,,30,,,,26.2509097,28-Jun-18,21,110.5
8566,1993,6,28,11,60,31,70,100900,26.40755278,28-Jun-18,22,110.5
8567,,,,,30,,,,26.66383894,28-Jun-18,23,110.5
8568,1993,6,28,12,60,31,70,100900,26.40755278,28-Jun-18,24,110.5
8569,,,,,30,,,,25.02647892,28-Jun-18,25,110.5
8570,1993,6,28,13,60,27,79,100800,24.11326339,28-Jun-18,26,110.5
8571,,,,,30,,,,25.26055223,28-Jun-18,27,110.5
8572,1993,6,28,14,60,29.1,84,100700,26.83582703,28-Jun-18,28,110.5
8573,,,,,30,,,,27.20656937,28-Jun-18,29,110.5
8574,1993,6,28,15,60,30,79,100700,26.93151609,28-Jun-18,30,110.5
8575,,,,,30,,,,26.56940405,28-Jun-18,31,110.5
8576,1993,6,28,16,60,30,75,100600,26.30213037,28-Jun-18,32,110.5
8577,,,,,30,,,,26.31159218,28-Jun-18,33,110.5
8578,1993,6,28,17,60,30.8,70,100500,26.22096055,28-Jun-18,34,110.5
8579,,,,,30,,,,25.65340656,28-Jun-18,35,110.5
8580,1993,6,28,18,60,29,74,100600,25.2190422,28-Jun-18,36,110.5
8581,,,,,30,,,,25.52797945,28-Jun-18,37,110.5
8582,1993,6,28,19,60,29,79,100600,25.99057661,28-Jun-18,38,110.5
8583,,,,,30,,,,26.01719196,28-Jun-18,39,110.5
8584,1993,6,28,20,60,29,79,100600,25.99057661,28-Jun-18,40,110.5
8585,,,,,30,,,,26.29348166,28-Jun-18,41,110.5
8586,1993,6,28,21,60,28,89,100800,26.49811,28-Jun-18,42,110.5
8587,,,,,30,,,,26.17666452,28-Jun-18,43,110.5
8588,1993,6,28,22,60,28,84,100800,25.78537282,28-Jun-18,44,110.5
8589,,,,,30,,,,25.78046252,28-Jun-18,45,110.5
8590,1993,6,28,23,60,28,85,100800,25.92950297,28-Jun-18,46,110.5
8591,,,,,30,,,,26.00006355,28-Jun-18,47,110.5
8592,1993,6,28,24,60,29,79,100900,25.99283366,28-Jun-18,48,110.5
8593,,,,,30,,,,25.90850271,29-Jun-18,1,110.5
8594,1993,6,29,1,60,28,84,100800,25.78537282,29-Jun-18,2,110.5
8595,,,,,30,,,,25.66174611,29-Jun-18,3,110.5
8596,1993,6,29,2,60,27.5,86,100800,25.59222393,29-Jun-18,4,110.5
8597,,,,,30,,,,25.63140762,29-Jun-18,5,110.5
8598,1993,6,29,3,60,27,89,100700,25.52773622,29-Jun-18,6,110.5
8599,,,,,30,,,,25.02964874,29-Jun-18,7,110.5
8600,1993,6,29,4,60,26,89,100700,24.55800162,29-Jun-18,8,110.5
8601,,,,,30,,,,24.53365127,29-Jun-18,9,110.5
8602,1993,6,29,5,60,25.8,91,100600,24.63083447,29-Jun-18,10,110.5
8603,,,,,30,,,,24.52378798,29-Jun-18,11,110.5
8604,1993,6,29,6,60,26,89,100600,24.55762071,29-Jun-18,12,110.5
8605,,,,,30,,,,25.07744154,29-Jun-18,13,110.5
8606,1993,6,29,7,60,27,89,100600,25.52736125,29-Jun-18,14,110.5
8607,,,,,30,,,,25.35149063,29-Jun-18,15,110.5
8608,1993,6,29,8,60,26.9,87,100600,25.15395279,29-Jun-18,16,110.5
8609,,,,,30,,,,25.53887087,29-Jun-18,17,110.5
8610,1993,6,29,9,60,29,79,100700,25.99132936,29-Jun-18,18,110.5
8611,,,,,30,,,,25.99641275,29-Jun-18,19,110.5
8612,1993,6,29,10,60,29,79,100800,25.99208171,29-Jun-18,20,110.5
8613,,,,,30,,,,26.41629688,29-Jun-18,21,110.5
8614,1993,6,29,11,60,30.1,78,100800,26.87033531,29-Jun-18,22,110.5
8615,,,,,30,,,,26.95547404,29-Jun-18,23,110.5
8616,1993,6,29,12,60,30,79,100800,26.93225655,29-Jun-18,24,110.5
8617,,,,,30,,,,27.0612263,29-Jun-18,25,110.5
8618,1993,6,29,13,60,31,75,100700,27.23057184,29-Jun-18,26,110.5
8619,,,,,30,,,,27.32848173,29-Jun-18,27,110.5
8620,1993,6,29,14,60,31,75,100700,27.23057184,29-Jun-18,28,110.5
8621,,,,,30,,,,26.81245806,29-Jun-18,29,110.5
8622,1993,6,29,15,60,31,70,100600,26.40416063,29-Jun-18,30,110.5
8623,,,,,30,,,,26.33569979,29-Jun-18,31,110.5
8624,1993,6,29,16,60,30.8,71,100500,26.387526,29-Jun-18,32,110.5
8625,,,,,30,,,,26.3400897,29-Jun-18,33,110.5
8626,1993,6,29,17,60,30.6,72,100500,26.3695541,29-Jun-18,34,110.5
8627,,,,,30,,,,26.65208242,29-Jun-18,35,110.5
8628,1993,6,29,18,60,30,79,100500,26.93003403,29-Jun-18,36,110.5
8629,,,,,30,,,,26.94576828,29-Jun-18,37,110.5
8630,1993,6,29,19,60,29,84,100600,26.73971083,29-Jun-18,38,110.5
8631,,,,,30,,,,26.35228733,29-Jun-18,39,110.5
8632,1993,6,29,20,60,29,79,100600,25.99057661,29-Jun-18,40,110.5
8633,,,,,30,,,,25.8616575,29-Jun-18,41,110.5
8634,1993,6,29,21,60,28,84,100700,25.78481446,29-Jun-18,42,110.5
8635,,,,,30,,,,25.57933196,29-Jun-18,43,110.5
8636,1993,6,29,22,60,27,89,100800,25.52811099,29-Jun-18,44,110.5
8637,,,,,30,,,,25.91405252,29-Jun-18,45,110.5
8638,1993,6,29,23,60,27.2,92,100800,26.13362287,29-Jun-18,46,110.5
8639,,,,,30,,,,25.58328836,29-Jun-18,47,110.5
8640,1993,6,29,24,60,27,84,100900,24.83089566,29-Jun-18,48,110.5
8641,,,,,30,,,,24.44429147,30-Jun-18,1,110.5
8642,1993,6,30,1,60,25.9,87,100800,24.19107857,30-Jun-18,2,110.5
8643,,,,,30,,,,23.83885976,30-Jun-18,3,110.5
8644,1993,6,30,2,60,24.8,91,100700,23.65588303,30-Jun-18,4,110.5
8645,,,,,30,,,,23.91039638,30-Jun-18,5,110.5
8646,1993,6,30,3,60,25,94,100700,24.23961222,30-Jun-18,6,110.5
8647,,,,,30,,,,24.28074295,30-Jun-18,7,110.5
8648,1993,6,30,4,60,25,94,100600,24.23940892,30-Jun-18,8,110.5
8649,,,,,30,,,,24.32123049,30-Jun-18,9,110.5
8650,1993,6,30,5,60,24.9,96,100600,24.39649384,30-Jun-18,10,110.5
8651,,,,,30,,,,24.33548513,30-Jun-18,11,110.5
8652,1993,6,30,6,60,25,94,100600,24.23940892,30-Jun-18,12,110.5
8653,,,,,30,,,,24.20946979,30-Jun-18,13,110.5
8654,1993,6,30,7,60,25,94,100700,24.23961222,30-Jun-18,14,110.5
8655,,,,,30,,,,24.32378067,30-Jun-18,15,110.5
8656,1993,6,30,8,60,26,89,100700,24.55800162,30-Jun-18,16,110.5
8657,,,,,30,,,,25.03830157,30-Jun-18,17,110.5
8658,1993,6,30,9,60,27,89,100800,25.52811099,30-Jun-18,18,110.5
8659,,,,,30,,,,25.79086036,30-Jun-18,19,110.5
8660,1993,6,30,10,60,29,79,100800,25.99208171,30-Jun-18,20,110.5
8661,,,,,30,,,,26.29730708,30-Jun-18,21,110.5
8662,1993,6,30,11,60,30.2,76,100800,26.6486026,30-Jun-18,22,110.5
8663,,,,,30,,,,26.98803439,30-Jun-18,23,110.5
8664,1993,6,30,12,60,31,75,100800,27.23147103,30-Jun-18,24,110.5
8665,,,,,30,,,,27.29478107,30-Jun-18,25,110.5
8666,1993,6,30,13,60,31,75,100700,27.23057184,30-Jun-18,26,110.5
8667,,,,,30,,,,27.09145065,30-Jun-18,27,110.5
8668,1993,6,30,14,60,28,89,100600,26.49737252,30-Jun-18,28,110.5
8669,,,,,30,,,,25.06829246,30-Jun-18,29,110.5
8670,1993,6,30,15,60,26,84,100500,23.87394087,30-Jun-18,30,110.5
8671,,,,,30,,,,23.98404816,30-Jun-18,31,110.5
8672,1993,6,30,16,60,26,89,100500,24.55723959,30-Jun-18,32,110.5
8673,,,,,30,,,,24.75214045,30-Jun-18,33,110.5
8674,1993,6,30,17,60,27.2,83,100400,24.87642232,30-Jun-18,34,110.5
8675,,,,,30,,,,25.23775679,30-Jun-18,35,110.5
8676,1993,6,30,18,60,27,89,100500,25.52698609,30-Jun-18,36,110.5
8677,,,,,30,,,,25.43495245,30-Jun-18,37,110.5
8678,1993,6,30,19,60,26.5,90,100600,25.17840767,30-Jun-18,38,110.5
8679,,,,,30,,,,24.97410353,30-Jun-18,39,110.5
8680,1993,6,30,20,60,26,91,100700,24.8262201,30-Jun-18,40,110.5
8681,,,,,30,,,,24.73893745,30-Jun-18,41,110.5
8682,1993,6,30,21,60,25.7,92,100700,24.6658262,30-Jun-18,42,110.5
8683,,,,,30,,,,24.56045695,30-Jun-18,43,110.5
8684,1993,6,30,22,60,25.5,92,100700,24.47018858,30-Jun-18,44,110.5
8685,,,,,30,,,,24.44237999,30-Jun-18,45,110.5
8686,1993,6,30,23,60,25.6,91,100800,24.4363821,30-Jun-18,46,110.5
8687,,,,,30,,,,24.41154584,30-Jun-18,47,110.5
8688,1993,6,30,24,60,25.7,90,100700,24.40071127,30-Jun-18,48,110.5
8689,,,,,30,,,,24.43671843,1-Jul-18,1,110.5
8690,1999,7,1,1,60,25.8,90,100700,24.4979575,1-Jul-18,2,110.5
8691,,,,,30,,,,24.56281867,1-Jul-18,3,110.5
8692,1999,7,1,2,60,25.9,90,100700,24.59520613,1-Jul-18,4,110.5
8693,,,,,30,,,,24.5590241,1-Jul-18,5,110.5
8694,1999,7,1,3,60,25.8,90,100600,24.49761278,1-Jul-18,6,110.5
8695,,,,,30,,,,24.45431239,1-Jul-18,7,110.5
8696,1999,7,1,4,60,25.6,91,100600,24.4357645,1-Jul-18,8,110.5
8697,,,,,30,,,,24.44861071,1-Jul-18,9,110.5
8698,1999,7,1,5,60,25.5,92,100600,24.46991563,1-Jul-18,10,110.5
8699,,,,,30,,,,24.47674388,1-Jul-18,11,110.5
8700,1999,7,1,6,60,25.4,93,100600,24.50283477,1-Jul-18,12,110.5
8701,,,,,30,,,,24.58192762,1-Jul-18,13,110.5
8702,1999,7,1,7,60,26.2,88,100700,24.61618177,1-Jul-18,14,110.5
8703,,,,,30,,,,24.50775655,1-Jul-18,15,110.5
8704,1999,7,1,8,60,26.6,84,100700,24.4478488,1-Jul-18,16,110.5
8705,,,,,30,,,,24.62765539,1-Jul-18,17,110.5
8706,1999,7,1,9,60,27.7,80,100700,24.91718281,1-Jul-18,18,110.5
8707,,,,,30,,,,25.18643758,1-Jul-18,19,110.5
8708,1999,7,1,10,60,28.9,76,100800,25.43919486,1-Jul-18,20,110.5
8709,,,,,30,,,,25.67922982,1-Jul-18,21,110.5
8710,1999,7,1,11,60,30,72,100800,25.82247411,1-Jul-18,22,110.5
8711,,,,,30,,,,25.78485939,1-Jul-18,23,110.5
8712,1999,7,1,12,60,31,66,100700,25.72547923,1-Jul-18,24,110.5
8713,,,,,30,,,,25.80342719,1-Jul-18,25,110.5
8714,1999,7,1,13,60,31,66,100700,25.72547923,1-Jul-18,26,110.5
8715,,,,,30,,,,25.19841128,1-Jul-18,27,110.5
8716,1999,7,1,14,60,29.9,66,100600,24.73955133,1-Jul-18,28,110.5
8717,,,,,30,,,,24.86622737,1-Jul-18,29,110.5
8718,1999,7,1,15,60,31,63,100600,25.20211063,1-Jul-18,30,110.5
8719,,,,,30,,,,25.37087233,1-Jul-18,31,110.5
8720,1999,7,1,16,60,32,59,100500,25.35534251,1-Jul-18,32,110.5
8721,,,,,30,,,,25.13835119,1-Jul-18,33,110.5
8722,1999,7,1,17,60,31.3,60,100400,24.92750217,1-Jul-18,34,110.5
8723,,,,,30,,,,24.93039926,1-Jul-18,35,110.5
8724,1999,7,1,18,60,30.4,65,100500,25.01505082,1-Jul-18,36,110.5
8725,,,,,30,,,,25.04946523,1-Jul-18,37,110.5
8726,1999,7,1,19,60,29.4,71,100500,25.10881024,1-Jul-18,38,110.5
8727,,,,,30,,,,25.26825361,1-Jul-18,39,110.5
8728,1999,7,1,20,60,28.5,78,100500,25.36902991,1-Jul-18,40,110.5
8729,,,,,30,,,,25.2523737,1-Jul-18,41,110.5
8730,1999,7,1,21,60,28.2,78,100600,25.08893338,1-Jul-18,42,110.5
8731,,,,,30,,,,25.04935736,1-Jul-18,43,110.5
8732,1999,7,1,22,60,28,79,100700,25.05165773,1-Jul-18,44,110.5
8733,,,,,30,,,,25.01384659,1-Jul-18,45,110.5
8734,1999,7,1,23,60,28.1,78,100700,24.99611738,1-Jul-18,46,110.5
8735,,,,,30,,,,25.05866353,1-Jul-18,47,110.5
8736,1999,7,1,24,60,28,81,100700,25.34741794,1-Jul-18,48,110.5
8737,,,,,30,,,,26.00831351,2-Jul-18,1,110.5
8738,1999,7,2,1,60,28,89,100700,26.49774135,2-Jul-18,2,110.5
8739,,,,,30,,,,26.27209256,2-Jul-18,3,110.5
8740,1999,7,2,2,60,27.3,90,100600,25.95660575,2-Jul-18,4,110.5
8741,,,,,30,,,,26.17651952,2-Jul-18,5,110.5
8742,1999,7,2,3,60,27,94,100600,26.20717838,2-Jul-18,6,110.5
8743,,,,,30,,,,25.32392685,2-Jul-18,7,110.5
8744,1999,7,2,4,60,25.5,90,100500,24.20553316,2-Jul-18,8,110.5
8745,,,,,30,,,,23.53076555,2-Jul-18,9,110.5
8746,1999,7,2,5,60,24.1,93,100500,23.2274452,2-Jul-18,10,110.5
8747,,,,,30,,,,23.22339332,2-Jul-18,11,110.5
8748,1999,7,2,6,60,24.2,93,100500,23.32552395,2-Jul-18,12,110.5
8749,,,,,30,,,,23.34075115,2-Jul-18,13,110.5
8750,1999,7,2,7,60,24.2,93,100600,23.32576587,2-Jul-18,14,110.5
8751,,,,,30,,,,23.33725905,2-Jul-18,15,110.5
8752,1999,7,2,8,60,24.3,93,100600,23.42384589,2-Jul-18,16,110.5
8753,,,,,30,,,,23.6341416,2-Jul-18,17,110.5
8754,1999,7,2,9,60,25.5,88,100600,23.93913689,2-Jul-18,18,110.5
8755,,,,,30,,,,24.30982249,2-Jul-18,19,110.5
8756,1999,7,2,10,60,26.8,84,100600,24.63822859,2-Jul-18,20,110.5
8757,,,,,30,,,,24.81638541,2-Jul-18,21,110.5
8758,1999,7,2,11,60,28,79,100600,25.05089344,2-Jul-18,22,110.5
8759,,,,,30,,,,25.54835317,2-Jul-18,23,110.5
8760,1999,7,2,12,60,29,79,100600,25.99057661,2-Jul-18,24,110.5
8761,,,,,30,,,,26.05937577,2-Jul-18,25,110.5
8762,1999,7,2,13,60,29.2,78,100500,26.02465461,2-Jul-18,26,110.5
8763,,,,,30,,,,26.15631709,2-Jul-18,27,110.5
8764,1999,7,2,14,60,29.5,78,100500,26.30571741,2-Jul-18,28,110.5
8765,,,,,30,,,,26.32420976,2-Jul-18,29,110.5
8766,1999,7,2,15,60,30,75,100400,26.30030096,2-Jul-18,30,110.5
8767,,,,,30,,,,26.32249783,2-Jul-18,31,110.5
8768,1999,7,2,16,60,30,75,100400,26.30030096,2-Jul-18,32,110.5
8769,,,,,30,,,,26.14321095,2-Jul-18,33,110.5
8770,1999,7,2,17,60,29.5,76,100300,25.99287601,2-Jul-18,34,110.5
8771,,,,,30,,,,25.99094437,2-Jul-18,35,110.5
8772,1999,7,2,18,60,29,79,100400,25.98906992,2-Jul-18,36,110.5
8773,,,,,30,,,,25.83890657,2-Jul-18,37,110.5
8774,1999,7,2,19,60,28.5,81,100400,25.8183841,2-Jul-18,38,110.5
8775,,,,,30,,,,26.20543227,2-Jul-18,39,110.5
8776,1999,7,2,20,60,28,89,100400,26.49663429,2-Jul-18,40,110.5
8777,,,,,30,,,,26.18857336,2-Jul-18,41,110.5
8778,1999,7,2,21,60,28,84,100500,25.78369686,2-Jul-18,42,110.5
8779,,,,,30,,,,25.78445215,2-Jul-18,43,110.5
8780,1999,7,2,22,60,27.7,87,100500,25.92476637,2-Jul-18,44,110.5
8781,,,,,30,,,,25.93856665,2-Jul-18,45,110.5
8782,1999,7,2,23,60,27.5,88,100600,25.87273453,2-Jul-18,46,110.5
8783,,,,,30,,,,25.77415155,2-Jul-18,47,110.5
8784,1999,7,2,24,60,28,84,100600,25.78425581,2-Jul-18,48,110.5
8785,,,,,30,,,,26.04448539,3-Jul-18,1,110.5
8786,1999,7,3,1,60,27,94,100600,26.20717838,3-Jul-18,2,110.5
8787,,,,,30,,,,25.92467287,3-Jul-18,3,110.5
8788,1999,7,3,2,60,27,89,100600,25.52736125,3-Jul-18,4,110.5
8789,,,,,30,,,,25.34563588,3-Jul-18,5,110.5
8790,1999,7,3,3,60,26.6,90,100500,25.27533321,3-Jul-18,6,110.5
8791,,,,,30,,,,25.21228968,3-Jul-18,7,110.5
8792,1999,7,3,4,60,26.3,91,100500,25.11824183,3-Jul-18,8,110.5
8793,,,,,30,,,,24.95492623,3-Jul-18,9,110.5
8794,1999,7,3,5,60,25.9,92,100500,24.86092892,3-Jul-18,10,110.5
8795,,,,,30,,,,24.97483597,3-Jul-18,11,110.5
8796,1999,7,3,6,60,25.9,94,100500,25.12463173,3-Jul-18,12,110.5
8797,,,,,30,,,,25.13830055,3-Jul-18,13,110.5
8798,1999,7,3,7,60,26,94,100600,25.22321993,3-Jul-18,14,110.5
8799,,,,,30,,,,25.58676738,3-Jul-18,15,110.5
8800,1999,7,3,8,60,26.8,94,100600,26.01037474,3-Jul-18,16,110.5
8801,,,,,30,,,,26.27547386,3-Jul-18,17,110.5
8802,1999,7,3,9,60,28,89,100600,26.49737252,3-Jul-18,18,110.5
8803,,,,,30,,,,26.79137848,3-Jul-18,19,110.5
8804,1999,7,3,10,60,29,84,100700,26.74026048,3-Jul-18,20,110.5
8805,,,,,30,,,,25.92678727,3-Jul-18,21,110.5
8806,1999,7,3,11,60,25.7,94,100700,24.92826237,3-Jul-18,22,110.5
8807,,,,,30,,,,24.32198929,3-Jul-18,23,110.5
8808,1999,7,3,12,60,24,100,100700,24,3-Jul-18,24,110.5
8809,,,,,30,,,,23.8543265,3-Jul-18,25,110.5
8810,1999,7,3,13,60,24,100,100700,24,3-Jul-18,26,110.5
8811,,,,,30,,,,24.55205174,3-Jul-18,27,110.5
8812,1999,7,3,14,60,25.3,98,100700,25.04741264,3-Jul-18,28,110.5
8813,,,,,30,,,,25.02301364,3-Jul-18,29,110.5
8814,1999,7,3,15,60,25.1,98,100600,24.84840598,3-Jul-18,30,110.5
8815,,,,,30,,,,24.89314089,3-Jul-18,31,110.5
8816,1999,7,3,16,60,25,100,100500,25,3-Jul-18,32,110.5
8817,,,,,30,,,,25.01176495,3-Jul-18,33,110.5
8818,1999,7,3,17,60,25.8,94,100500,25.0262452,3-Jul-18,34,110.5
8819,,,,,30,,,,25.14125021,3-Jul-18,35,110.5
8820,1999,7,3,18,60,26,94,100500,25.22301973,3-Jul-18,36,110.5
8821,,,,,30,,,,25.13779354,3-Jul-18,37,110.5
8822,1999,7,3,19,60,25.8,94,100500,25.0262452,3-Jul-18,38,110.5
8823,,,,,30,,,,25.0290483,3-Jul-18,39,110.5
8824,1999,7,3,20,60,25.7,95,100600,25.05832553,3-Jul-18,40,110.5
8825,,,,,30,,,,25.02619958,3-Jul-18,41,110.5
8826,1999,7,3,21,60,25.5,96,100600,24.99007148,3-Jul-18,42,110.5
8827,,,,,30,,,,25.00734229,3-Jul-18,43,110.5
8828,1999,7,3,22,60,25.4,97,100700,25.01939286,3-Jul-18,44,110.5
8829,,,,,30,,,,24.96760407,3-Jul-18,45,110.5
8830,1999,7,3,23,60,25.2,98,100700,24.94794194,3-Jul-18,46,110.5
8831,,,,,30,,,,25.05637249,3-Jul-18,47,110.5
8832,1999,7,3,24,60,25.3,99,100700,25.17401394,3-Jul-18,48,110.5
8833,,,,,30,,,,25.18198453,4-Jul-18,1,110.5
8834,1999,7,4,1,60,25.3,99,100700,25.17401394,4-Jul-18,2,110.5
8835,,,,,30,,,,25.24383186,4-Jul-18,3,110.5
8836,1999,7,4,2,60,25.4,99,100700,25.27375096,4-Jul-18,4,110.5
8837,,,,,30,,,,25.14608388,4-Jul-18,5,110.5
8838,1999,7,4,3,60,25,100,100700,25,4-Jul-18,6,110.5
8839,,,,,30,,,,24.97466867,4-Jul-18,7,110.5
8840,1999,7,4,4,60,25,100,100700,25,4-Jul-18,8,110.5
8841,,,,,30,,,,25.00590409,4-Jul-18,9,110.5
8842,1999,7,4,5,60,25,100,100600,25,4-Jul-18,10,110.5
8843,,,,,30,,,,24.9899068,4-Jul-18,11,110.5
8844,1999,7,4,6,60,25,100,100700,25,4-Jul-18,12,110.5
8845,,,,,30,,,,25.05465512,4-Jul-18,13,110.5
8846,1999,7,4,7,60,25.1,100,100700,25.1,4-Jul-18,14,110.5
8847,,,,,30,,,,25.0821625,4-Jul-18,15,110.5
